DATE,CAD3MTD156N
2009-07-14,0.60000
2009-07-15,0.60000
2009-07-16,0.60000
2009-07-17,0.60000
2009-07-20,0.60000
2009-07-21,0.60000
2009-07-22,0.60000
2009-07-23,0.60000
2009-07-24,0.60000
2009-07-27,0.60000
2009-07-28,0.60000
2009-07-29,0.60000
2009-07-30,0.60000
2009-07-31,0.60000
2009-08-03,0.60000
2009-08-04,0.60000
2009-08-05,0.60000
2009-08-06,0.60000
2009-08-07,0.60000
2009-08-10,0.60000
2009-08-11,0.60000
2009-08-12,0.60000
2009-08-13,0.60000
2009-08-14,0.60167
2009-08-17,0.60000
2009-08-18,0.60000
2009-08-19,0.60000
2009-08-20,0.59167
2009-08-21,0.58667
2009-08-24,0.57167
2009-08-25,0.56500
2009-08-26,0.56167
2009-08-27,0.55833
2009-08-28,0.55667
2009-09-01,0.55167
2009-09-02,0.53000
2009-09-03,0.51333
2009-09-04,0.50000
2009-09-07,0.50000
2009-09-08,0.49833
2009-09-09,0.49917
2009-09-10,0.49833
2009-09-11,0.49917
2009-09-14,0.49917
2009-09-15,0.49917
2009-09-16,0.49833
2009-09-17,0.49833
2009-09-18,0.49833
2009-09-21,0.49833
2009-09-22,0.49833
2009-09-23,0.50000
2009-09-24,0.50000
2009-09-25,0.50000
2009-09-28,0.49667
2009-09-29,0.49667
2009-09-30,0.49833
2009-10-01,0.50000
2009-10-02,0.49833
2009-10-05,0.49833
2009-10-06,0.49667
2009-10-07,0.49833
2009-10-08,0.50000
2009-10-09,0.50000
2009-10-12,0.50000
2009-10-13,0.50000
2009-10-14,0.50000
2009-10-15,0.50000
2009-10-16,0.50000
2009-10-19,0.50000
2009-10-20,0.50000
2009-10-21,0.49667
2009-10-22,0.49667
2009-10-23,0.49667
2009-10-26,0.49833
2009-10-27,0.49833
2009-10-28,0.49833
2009-10-29,0.49833
2009-10-30,0.49833
2009-11-02,0.49833
2009-11-03,0.49833
2009-11-04,0.49833
2009-11-05,0.49833
2009-11-06,0.50000
2009-11-09,0.50000
2009-11-10,0.50000
2009-11-11,0.50000
2009-11-12,0.49833
2009-11-13,0.50000
2009-11-16,0.50000
2009-11-17,0.50000
2009-11-18,0.50000
2009-11-19,0.49833
2009-11-20,0.50000
2009-11-23,0.49167
2009-11-24,0.49167
2009-11-25,0.49000
2009-11-26,0.49000
2009-11-27,0.49333
2009-11-30,0.49500
2009-12-01,0.48750
2009-12-02,0.47833
2009-12-03,0.47500
2009-12-04,0.47417
2009-12-07,0.47500
2009-12-08,0.47250
2009-12-09,0.47083
2009-12-10,0.47083
2009-12-11,0.47000
2009-12-14,0.47000
2009-12-15,0.47000
2009-12-16,0.47000
2009-12-17,0.47000
2009-12-18,0.47000
2009-12-21,0.47000
2009-12-22,0.47000
2009-12-23,0.47000
2009-12-24,0.47000
2009-12-29,0.47000
2009-12-30,0.46833
2009-12-31,0.46833
2010-01-04,0.47000
2010-01-05,0.47000
2010-01-06,0.47000
2010-01-07,0.47000
2010-01-08,0.46167
2010-01-11,0.46083
2010-01-12,0.45500
2010-01-13,0.45500
2010-01-14,0.45417
2010-01-15,0.45250
2010-01-18,0.45000
2010-01-19,0.45000
2010-01-20,0.45000
2010-01-21,0.44833
2010-01-22,0.44833
2010-01-25,0.44833
2010-01-26,0.44917
2010-01-27,0.44667
2010-01-28,0.44667
2010-01-29,0.44333
2010-02-01,0.43833
2010-02-02,0.43333
2010-02-03,0.42833
2010-02-04,0.42750
2010-02-05,0.42500
2010-02-08,0.42000
2010-02-09,0.41833
2010-02-10,0.41667
2010-02-11,0.41500
2010-02-12,0.41333
2010-02-15,0.41083
2010-02-16,0.41250
2010-02-17,0.41250
2010-02-18,0.41250
2010-02-19,0.41083
2010-02-22,0.41000
2010-02-23,0.40500
2010-02-24,0.40333
2010-02-25,0.40000
2010-02-26,0.40000
2010-03-01,0.40000
2010-03-02,0.40000
2010-03-03,0.40000
2010-03-04,0.40000
2010-03-05,0.40000
2010-03-08,0.40000
2010-03-09,0.39833
2010-03-10,0.40000
2010-03-11,0.40000
2010-03-12,0.39833
2010-03-15,0.40000
2010-03-16,0.40250
2010-03-17,0.40083
2010-03-18,0.40000
2010-03-19,0.40250
2010-03-22,0.40500
2010-03-23,0.40917
2010-03-24,0.41292
2010-03-25,0.41333
2010-03-26,0.41250
2010-03-29,0.41000
2010-03-30,0.41000
2010-03-31,0.41000
2010-04-01,0.57563
2010-04-06,0.58313
2010-04-07,0.58063
2010-04-08,0.58063
2010-04-09,0.58063
2010-04-12,0.58250
2010-04-13,0.58250
2010-04-14,0.58250
2010-04-15,0.58250
2010-04-16,0.58250
2010-04-19,0.58188
2010-04-20,0.58188
2010-04-21,0.58375
2010-04-22,0.58375
2010-04-23,0.58500
2010-04-26,0.58500
2010-04-27,0.58750
2010-04-28,0.59775
2010-04-29,0.60438
2010-04-30,0.60750
2010-05-04,0.50750
2010-05-05,0.50250
2010-05-06,0.50250
2010-05-07,0.49500
2010-05-10,0.50167
2010-05-11,0.51667
2010-05-12,0.52500
2010-05-13,0.53250
2010-05-14,0.53667
2010-05-17,0.54333
2010-05-18,0.55833
2010-05-19,0.55667
2010-05-20,0.56667
2010-05-21,0.57167
2010-05-24,0.57500
2010-05-25,0.58333
2010-05-26,0.57500
2010-05-27,0.58167
2010-05-28,0.59833
2010-06-01,0.67500
2010-06-02,0.72500
2010-06-03,0.74167
2010-06-04,0.76167
2010-06-07,0.76000
2010-06-08,0.77167
2010-06-09,0.78000
2010-06-10,0.79000
2010-06-11,0.79333
2010-06-14,0.80000
2010-06-15,0.80667
2010-06-16,0.80833
2010-06-17,0.80750
2010-06-18,0.81083
2010-06-21,0.82000
2010-06-22,0.82333
2010-06-23,0.82500
2010-06-24,0.82500
2010-06-25,0.82667
2010-06-28,0.82833
2010-06-29,0.83333
2010-06-30,0.83500
2010-07-01,0.83833
2010-07-02,0.83833
2010-07-05,0.84083
2010-07-06,0.84667
2010-07-07,0.84833
2010-07-08,0.85083
2010-07-09,0.85167
2010-07-12,0.86500
2010-07-13,0.86833
2010-07-14,0.86833
2010-07-15,0.87500
2010-07-16,0.88083
2010-07-19,0.89000
2010-07-20,0.89917
2010-07-21,0.94167
2010-07-22,0.94333
2010-07-23,0.94333
2010-07-26,0.95667
2010-07-27,0.96417
2010-07-28,0.96583
2010-07-29,0.97750
2010-07-30,0.98667
2010-08-02,0.99750
2010-08-03,1.00000
2010-08-04,1.01083
2010-08-05,1.00833
2010-08-06,1.00583
2010-08-09,1.01583
2010-08-10,1.01583
2010-08-11,1.02000
2010-08-12,1.02167
2010-08-13,1.02250
2010-08-16,1.02000
2010-08-17,1.02167
2010-08-18,1.02167
2010-08-19,1.02000
2010-08-20,1.02000
2010-08-23,1.02167
2010-08-24,1.02333
2010-08-25,1.01750
2010-08-26,1.01167
2010-08-27,1.00833
2010-08-31,1.01083
2010-09-01,1.01000
2010-09-02,1.02667
2010-09-03,1.02667
2010-09-06,1.04167
2010-09-07,1.06167
2010-09-08,1.06500
2010-09-09,1.19333
2010-09-10,1.19833
2010-09-13,1.21417
2010-09-14,1.22833
2010-09-15,1.22000
2010-09-16,1.23250
2010-09-17,1.23500
2010-09-20,1.23833
2010-09-21,1.24167
2010-09-22,1.24250
2010-09-23,1.24083
2010-09-24,1.24000
2010-09-27,1.24167
2010-09-28,1.24833
2010-09-29,1.24833
2010-09-30,1.25333
2010-10-01,1.23000
2010-10-04,1.23667
2010-10-05,1.23000
2010-10-06,1.23250
2010-10-07,1.23417
2010-10-08,1.22917
2010-10-11,1.23250
2010-10-12,1.23417
2010-10-13,1.23917
2010-10-14,1.24333
2010-10-15,1.24417
2010-10-18,1.24500
2010-10-19,1.24583
2010-10-20,1.22000
2010-10-21,1.21667
2010-10-22,1.21500
2010-10-25,1.21333
2010-10-26,1.21500
2010-10-27,1.21833
2010-10-28,1.21750
2010-10-29,1.21750
2010-11-01,1.21833
2010-11-02,1.21333
2010-11-03,1.21167
2010-11-04,1.21000
2010-11-05,1.20833
2010-11-08,1.20583
2010-11-09,1.20417
2010-11-10,1.20333
2010-11-11,1.20333
2010-11-12,1.19917
2010-11-15,1.19833
2010-11-16,1.20000
2010-11-17,1.20000
2010-11-18,1.20000
2010-11-19,1.20167
2010-11-22,1.20333
2010-11-23,1.20167
2010-11-24,1.20500
2010-11-25,1.21500
2010-11-26,1.22167
2010-11-29,1.22083
2010-11-30,1.22167
2010-12-01,1.22583
2010-12-02,1.22750
2010-12-03,1.23000
2010-12-06,1.22917
2010-12-07,1.22667
2010-12-08,1.22750
2010-12-09,1.23000
2010-12-10,1.22917
2010-12-13,1.23000
2010-12-14,1.23083
2010-12-15,1.23250
2010-12-16,1.23167
2010-12-17,1.23167
2010-12-20,1.22833
2010-12-21,1.23000
2010-12-22,1.23000
2010-12-23,1.23000
2010-12-24,1.23000
2010-12-29,1.23000
2010-12-30,1.23167
2010-12-31,1.23167
2011-01-04,1.23333
2011-01-05,1.23500
2011-01-06,1.23833
2011-01-07,1.23833
2011-01-10,1.23833
2011-01-11,1.24000
2011-01-12,1.24000
2011-01-13,1.24167
2011-01-14,1.24500
2011-01-17,1.24500
2011-01-18,1.24500
2011-01-19,1.24167
2011-01-20,1.23750
2011-01-21,1.23667
2011-01-24,1.23750
2011-01-25,1.23667
2011-01-26,1.23083
2011-01-27,1.22167
2011-01-28,1.22000
2011-01-31,1.21500
2011-02-01,1.21500
2011-02-02,1.21333
2011-02-03,1.21000
2011-02-04,1.20917
2011-02-07,1.21000
2011-02-08,1.20950
2011-02-09,1.21083
2011-02-10,1.21000
2011-02-11,1.20833
2011-02-14,1.21083
2011-02-15,1.21033
2011-02-16,1.20833
2011-02-17,1.20867
2011-02-18,1.21083
2011-02-21,1.21250
2011-02-22,1.20750
2011-02-23,1.20667
2011-02-24,1.20833
2011-02-25,1.20833
2011-02-28,1.20833
2011-03-01,1.21267
2011-03-02,1.21400
2011-03-03,1.21667
2011-03-04,1.21883
2011-03-07,1.21833
2011-03-08,1.21833
2011-03-09,1.21833
2011-03-10,1.21833
2011-03-11,1.21583
2011-03-14,1.21083
2011-03-15,1.20417
2011-03-16,1.20333
2011-03-17,1.20083
2011-03-18,1.20167
2011-03-21,1.20200
2011-03-22,1.20217
2011-03-23,1.20233
2011-03-24,1.20167
2011-03-25,1.20167
2011-03-28,1.20183
2011-03-29,1.20167
2011-03-30,1.20083
2011-03-31,1.20083
2011-04-01,1.20183
2011-04-04,1.20200
2011-04-05,1.20050
2011-04-06,1.20000
2011-04-07,1.20000
2011-04-08,1.20167
2011-04-11,1.20167
2011-04-12,1.20167
2011-04-13,1.20000
2011-04-14,1.20000
2011-04-15,1.20000
2011-04-18,1.20000
2011-04-19,1.20000
2011-04-20,1.20000
2011-04-21,1.20000
2011-04-26,1.20000
2011-04-27,1.20000
2011-04-28,1.20000
2011-05-03,1.19933
2011-05-04,1.19933
2011-05-05,1.20000
2011-05-06,1.20000
2011-05-09,1.19950
2011-05-10,1.20000
2011-05-11,1.20000
2011-05-12,1.20000
2011-05-13,1.20000
2011-05-16,1.20000
2011-05-17,1.19917
2011-05-18,1.20000
2011-05-19,1.19917
2011-05-20,1.20000
2011-05-23,1.19917
2011-05-24,1.19917
2011-05-25,1.19750
2011-05-26,1.19750
2011-05-27,1.19750
2011-05-31,1.19750
2011-06-01,1.19750
2011-06-02,1.19750
2011-06-03,1.19750
2011-06-06,1.19750
2011-06-07,1.19750
2011-06-08,1.19750
2011-06-09,1.19750
2011-06-10,1.19750
2011-06-13,1.19583
2011-06-14,1.19583
2011-06-15,1.19750
2011-06-16,1.18667
2011-06-17,1.18167
2011-06-20,1.17667
2011-06-21,1.17500
2011-06-22,1.17500
2011-06-23,1.17500
2011-06-24,1.17333
2011-06-27,1.16917
2011-06-28,1.16583
2011-06-29,1.16917
2011-06-30,1.17417
2011-07-01,1.17750
2011-07-04,1.17917
2011-07-05,1.17917
2011-07-06,1.17583
2011-07-07,1.17417
2011-07-08,1.17750
2011-07-11,1.17167
2011-07-12,1.16833
2011-07-13,1.16833
2011-07-14,1.16750
2011-07-15,1.16917
2011-07-18,1.16917
2011-07-19,1.16917
2011-07-20,1.17833
2011-07-21,1.18000
2011-07-22,1.18000
2011-07-25,1.18000
2011-07-26,1.18000
2011-07-27,1.18000
2011-07-28,1.18000
2011-07-29,1.18000
2011-08-01,1.17667
2011-08-02,1.17167
2011-08-03,1.16167
2011-08-04,1.15667
2011-08-05,1.13833
2011-08-08,1.14000
2011-08-09,1.12083
2011-08-10,1.11750
2011-08-11,1.11750
2011-08-12,1.11750
2011-08-15,1.12500
2011-08-16,1.13000
2011-08-17,1.13000
2011-08-18,1.13167
2011-08-19,1.13000
2011-08-22,1.13167
2011-08-23,1.13167
2011-08-24,1.13167
2011-08-25,1.13500
2011-08-26,1.13833
2011-08-30,1.14500
2011-08-31,1.14667
2011-09-01,1.15167
2011-09-02,1.15500
2011-09-05,1.15500
2011-09-06,1.15500
2011-09-07,1.15667
2011-09-08,1.16000
2011-09-09,1.16000
2011-09-12,1.16167
2011-09-13,1.16333
2011-09-14,1.16500
2011-09-15,1.17000
2011-09-16,1.17500
2011-09-19,1.17500
2011-09-20,1.17500
2011-09-21,1.17500
2011-09-22,1.17833
2011-09-23,1.17667
2011-09-26,1.17833
2011-09-27,1.18333
2011-09-28,1.18750
2011-09-29,1.19250
2011-09-30,1.19667
2011-10-03,1.20333
2011-10-04,1.20333
2011-10-05,1.20167
2011-10-06,1.20333
2011-10-07,1.20500
2011-10-10,1.20667
2011-10-11,1.20917
2011-10-12,1.21333
2011-10-13,1.21750
2011-10-14,1.21917
2011-10-17,1.22333
2011-10-18,1.22333
2011-10-19,1.22500
2011-10-20,1.23000
2011-10-21,1.23583
2011-10-24,1.24333
2011-10-25,1.25583
2011-10-26,1.25917
2011-10-27,1.25917
2011-10-28,1.26500
2011-10-31,1.27250
2011-11-01,1.27500
2011-11-02,1.27417
2011-11-03,1.27417
2011-11-04,1.27750
2011-11-07,1.28167
2011-11-08,1.28167
2011-11-09,1.28250
2011-11-10,1.27833
2011-11-11,1.27833
2011-11-14,1.27667
2011-11-15,1.27917
2011-11-16,1.27917
2011-11-17,1.28417
2011-11-18,1.28417
2011-11-21,1.28583
2011-11-22,1.29000
2011-11-23,1.29167
2011-11-24,1.29167
2011-11-25,1.29208
2011-11-28,1.29958
2011-11-29,1.30833
2011-11-30,1.31833
2011-12-01,1.32667
2011-12-02,1.32833
2011-12-05,1.32600
2011-12-06,1.32600
2011-12-07,1.33100
2011-12-08,1.33600
2011-12-09,1.33700
2011-12-12,1.34200
2011-12-13,1.34300
2011-12-14,1.34100
2011-12-15,1.34100
2011-12-16,1.34100
2011-12-19,1.34500
2011-12-20,1.34500
2011-12-21,1.34700
2011-12-22,1.34700
2011-12-23,1.34700
2011-12-28,1.35000
2011-12-29,1.35000
2011-12-30,1.35200
2012-01-03,1.35400
2012-01-04,1.35600
2012-01-05,1.35800
2012-01-06,1.35800
2012-01-09,1.35800
2012-01-10,1.35850
2012-01-11,1.35850
2012-01-12,1.35850
2012-01-13,1.35850
2012-01-16,1.36450
2012-01-17,1.36850
2012-01-18,1.37450
2012-01-19,1.37250
2012-01-20,1.37600
2012-01-23,1.38000
2012-01-24,1.38000
2012-01-25,1.38000
2012-01-26,1.38200
2012-01-27,1.38200
2012-01-30,1.38200
2012-01-31,1.38600
2012-02-01,1.38600
2012-02-02,1.38600
2012-02-03,1.38800
2012-02-06,1.38800
2012-02-07,1.38800
2012-02-08,1.38800
2012-02-09,1.38800
2012-02-10,1.38800
2012-02-13,1.38800
2012-02-14,1.38800
2012-02-15,1.38800
2012-02-16,1.38800
2012-02-17,1.38800
2012-02-20,1.38400
2012-02-21,1.38600
2012-02-22,1.38600
2012-02-23,1.38600
2012-02-24,1.38650
2012-02-27,1.38550
2012-02-28,1.38400
2012-02-29,1.38200
2012-03-01,1.37800
2012-03-02,1.37800
2012-03-05,1.37800
2012-03-06,1.37800
2012-03-07,1.37800
2012-03-08,1.37600
2012-03-09,1.37600
2012-03-12,1.37400
2012-03-13,1.36800
2012-03-14,1.36600
2012-03-15,1.36600
2012-03-16,1.36600
2012-03-19,1.36600
2012-03-20,1.36600
2012-03-21,1.36600
2012-03-22,1.36600
2012-03-23,1.36600
2012-03-26,1.36600
2012-03-27,1.36600
2012-03-28,1.36600
2012-03-29,1.36400
2012-03-30,1.36000
2012-04-02,1.35600
2012-04-03,1.35600
2012-04-04,1.35600
2012-04-05,1.35600
2012-04-10,1.35600
2012-04-11,1.35600
2012-04-12,1.35400
2012-04-13,1.35000
2012-04-16,1.34700
2012-04-17,1.34700
2012-04-18,1.34900
2012-04-19,1.34700
2012-04-20,1.34500
2012-04-23,1.34500
2012-04-24,1.34500
2012-04-25,1.34700
2012-04-26,1.34700
2012-04-27,1.34700
2012-04-30,1.35500
2012-05-01,1.35000
2012-05-02,1.34700
2012-05-03,1.34700
2012-05-04,1.34700
2012-05-08,1.35000
2012-05-09,1.35000
2012-05-10,1.34800
2012-05-11,1.34800
2012-05-14,1.35200
2012-05-15,1.35200
2012-05-16,1.34800
2012-05-17,1.34800
2012-05-18,1.34600
2012-05-21,1.34300
2012-05-22,1.34300
2012-05-23,1.34200
2012-05-24,1.33500
2012-05-25,1.33100
2012-05-28,1.32500
2012-05-29,1.31900
2012-05-30,1.31700
2012-05-31,1.31300
2012-06-01,1.31100
2012-06-04,.
2012-06-05,.
2012-06-06,1.30600
2012-06-07,1.30600
2012-06-08,1.30500
2012-06-11,1.30300
2012-06-12,1.30300
2012-06-13,1.30300
2012-06-14,1.30300
2012-06-15,1.30300
2012-06-18,1.30600
2012-06-19,1.30400
2012-06-20,1.30400
2012-06-21,1.30600
2012-06-22,1.30600
2012-06-25,1.30600
2012-06-26,1.30600
2012-06-27,1.30600
2012-06-28,1.30600
2012-06-29,1.30600
2012-07-02,1.30600
2012-07-03,1.30600
2012-07-04,1.30600
2012-07-05,1.30600
2012-07-06,1.30600
2012-07-09,1.30600
2012-07-10,1.30600
2012-07-11,1.30600
2012-07-12,1.30600
2012-07-13,1.30600
2012-07-16,1.30400
2012-07-17,1.30400
2012-07-18,1.30400
2012-07-19,1.30400
2012-07-20,1.30400
2012-07-23,1.30300
2012-07-24,1.29800
2012-07-25,1.29800
2012-07-26,1.29400
2012-07-27,1.29800
2012-07-30,1.29900
2012-07-31,1.29800
2012-08-01,1.29700
2012-08-02,1.29500
2012-08-03,1.29400
2012-08-06,1.29000
2012-08-07,1.28800
2012-08-08,1.28800
2012-08-09,1.28800
2012-08-10,1.29000
2012-08-13,1.28800
2012-08-14,1.28800
2012-08-15,1.29200
2012-08-16,1.29000
2012-08-17,1.29000
2012-08-20,1.29000
2012-08-21,1.29000
2012-08-22,1.29000
2012-08-23,1.28700
2012-08-24,1.28700
2012-08-27,.
2012-08-28,1.28700
2012-08-29,1.28700
2012-08-30,1.28700
2012-08-31,1.28500
2012-09-03,1.28500
2012-09-04,1.28500
2012-09-05,1.28300
2012-09-06,1.28300
2012-09-07,1.28300
2012-09-10,1.28300
2012-09-11,1.28300
2012-09-12,1.28300
2012-09-13,1.28300
2012-09-14,1.28000
2012-09-17,1.28000
2012-09-18,1.27800
2012-09-19,1.27700
2012-09-20,1.27700
2012-09-21,1.27500
2012-09-24,1.27400
2012-09-25,1.27400
2012-09-26,1.27400
2012-09-27,1.27300
2012-09-28,1.27300
2012-10-01,1.27250
2012-10-02,1.27050
2012-10-03,1.27050
2012-10-04,1.26850
2012-10-05,1.26850
2012-10-08,1.26850
2012-10-09,1.26850
2012-10-10,1.26450
2012-10-11,1.25950
2012-10-12,1.25750
2012-10-15,1.25350
2012-10-16,1.24900
2012-10-17,1.24000
2012-10-18,1.24000
2012-10-19,1.24000
2012-10-22,1.23800
2012-10-23,1.23800
2012-10-24,1.23800
2012-10-25,1.23800
2012-10-26,1.23800
2012-10-29,1.24000
2012-10-30,1.23800
2012-10-31,1.23800
2012-11-01,1.23800
2012-11-02,1.23800
2012-11-05,1.23800
2012-11-06,1.24200
2012-11-07,1.24000
2012-11-08,1.23400
2012-11-09,1.23400
2012-11-12,1.23400
2012-11-13,1.23400
2012-11-14,1.23400
2012-11-15,1.23300
2012-11-16,1.23300
2012-11-19,1.23300
2012-11-20,1.23300
2012-11-21,1.23300
2012-11-22,1.23300
2012-11-23,1.23300
2012-11-26,1.23300
2012-11-27,1.23300
2012-11-28,1.23500
2012-11-29,1.23500
2012-11-30,1.23500
2012-12-03,1.23500
2012-12-04,1.23500
2012-12-05,1.23500
2012-12-06,1.23500
2012-12-07,1.23500
2012-12-10,1.23300
2012-12-11,1.23300
2012-12-12,1.23100
2012-12-13,1.23100
2012-12-14,1.23300
2012-12-17,1.23300
2012-12-18,1.23300
2012-12-19,1.23500
2012-12-20,1.23500
2012-12-21,1.23500
2012-12-24,1.23300
2012-12-27,1.23300
2012-12-28,1.23500
2012-12-31,1.23500
2013-01-02,1.23500
2013-01-03,1.23600
2013-01-04,1.23700
